Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
676,5007007216,a1shiek (3/3),0,143.16,DST Texans  FLEX DK Metcalf QB Trevor Lawrence RB Quinshon Judkins RB Audric Estime TE Trey McBride WR Tetairoa McMillan WR Courtland Sutton WR Parker Washington,,,
677,5007884466,beeks82 (2/5),0,143.12,DST Titans  FLEX Taysom Hill QB Josh Allen RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Jameson Williams WR Courtland Sutton WR DK Metcalf,,,
678,5005055927,bigwheelio (2/5),0,143.06,DST Bengals  FLEX Jahmyr Gibbs QB Jared Goff RB Travis Etienne Jr. RB Kenneth Gainwell TE Juwan Johnson WR Jameson Williams WR DK Metcalf WR Adonai Mitchell,,,
679,5007076086,thechek182 (3/5),0,143.04001,DST Bengals  FLEX Jahmyr Gibbs QB Aaron Rodgers RB Bijan Robinson RB Kenneth Gainwell TE Darnell Washington WR Jameson Williams WR Tetairoa McMillan WR DK Metcalf,,,
680,5005941461,bmsyl2 (4/5),0,143.02,DST Texans  FLEX Darnell Washington QB Tyler Shough RB Jahmyr Gibbs RB Breece Hall TE Juwan Johnson WR Nico Collins WR Chris Olave WR Jakobi Meyers,,,
680,5004444241,frankiebman,0,143.01999,DST Saints  FLEX Adonai Mitchell QB J.J. McCarthy RB Bijan Robinson RB Audric Estime TE Travis Kelce WR Chris Olave WR Mike Evans WR Justin Jefferson,,,
682,5006635044,mikebxlt (2/2),0,142.95999,DST Titans  FLEX Dalton Schultz QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
683,5002154086,bhart10,0,142.94,DST Jets  FLEX Courtland Sutton QB Bryce Young RB Chase Brown RB Omarion Hampton TE Darren Waller WR Ja'Marr Chase WR Michael Wilson WR DK Metcalf,,,
684,5006633342,hayeal3 (2/5),0,142.92,DST Titans  FLEX Wan'Dale Robinson QB Tyler Shough RB Jahmyr Gibbs RB Javonte Williams TE Juwan Johnson WR Chris Olave WR Justin Jefferson WR Adonai Mitchell,,,
684,5007213068,shipitplz (5/5),0,142.92,DST Bills  FLEX Juwan Johnson QB Tyler Shough RB Bijan Robinson RB Michael Carter TE Travis Kelce WR Chris Olave WR Jameson Williams WR DK Metcalf,,,
684,5006694053,Rahful (2/5),0,142.91998,DST Texans  FLEX Tetairoa McMillan QB Jacoby Brissett RB James Cook III RB Aaron Jones Sr. TE Harold Fannin Jr. WR Jameson Williams WR Courtland Sutton WR DK Metcalf,,,
687,5006381332,dean78904 (5/5),0,142.86,DST Titans  FLEX Michael Carter QB Jared Goff RB Jahmyr Gibbs RB Tony Pollard TE Darnell Washington WR Amon-Ra St. Brown WR Chris Olave WR Xavier Worthy,,,
687,5006738847,brianhaydt (2/3),0,142.86,DST Vikings  FLEX Bucky Irving QB Trevor Lawrence RB Jahmyr Gibbs RB RJ Harvey TE Brenton Strange WR Courtland Sutton WR Brian Thomas Jr. WR Keenan Allen,,,
687,5004283199,JRock1985 (1/5),0,142.85999,DST Buccaneers  FLEX Michael Wilson QB Trevor Lawrence RB James Cook III RB Omarion Hampton TE Juwan Johnson WR Justin Jefferson WR Jakobi Meyers WR Troy Franklin,,,
687,5006632249,Vikingsmcb576 (5/5),0,142.85999,DST Bills  FLEX Darren Waller QB Joe Burrow RB De'Von Achane RB Kenneth Gainwell TE Mike Gesicki WR Ja'Marr Chase WR Jaylen Waddle WR Isaiah Williams,,,
687,5006746488,aclegend89 (5/5),0,142.85999,DST Titans  FLEX Mike Evans QB Jared Goff RB Omarion Hampton RB Kenneth Gainwell TE Darren Waller WR Amon-Ra St. Brown WR Jameson Williams WR Courtland Sutton,,,
692,5007426231,tigger09 (4/5),0,142.82,DST Saints  FLEX Travis Kelce QB J.J. McCarthy RB James Cook III RB Chase Brown TE Darren Waller WR Ja'Marr Chase WR Justin Jefferson WR Hollywood Brown,,,
692,5006590035,MTD24 (5/5),0,142.81999,DST Broncos  FLEX Jameson Williams QB Tyler Shough RB De'Von Achane RB Omarion Hampton TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,,
692,5007656169,AtticusA01 (2/5),0,142.81999,DST Giants  FLEX Trey McBride QB Jacoby Brissett RB Bijan Robinson RB Ashton Jeanty TE Harold Fannin Jr. WR Jameson Williams WR DK Metcalf WR Hollywood Brown,,,
695,5002622065,JimmyDonuts (1/5),0,142.76,DST Titans  FLEX Dalton Schultz QB Jared Goff RB Bijan Robinson RB Kenneth Gainwell TE Evan Engram WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
695,5006948178,jbeesee (3/5),0,142.76,DST Jets  FLEX Dalton Schultz QB Trevor Lawrence RB De'Von Achane RB Jahmyr Gibbs TE Brenton Strange WR Courtland Sutton WR Jakobi Meyers WR DK Metcalf,,,
697,5005418199,Perke12 (3/5),0,142.73999,DST Texans  FLEX DK Metcalf QB Bryce Young RB Jahmyr Gibbs RB Michael Carter TE Jeremy Ruckert WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,,
698,5004490331,robgiuliano (1/5),0,142.7,DST Titans  FLEX Juwan Johnson QB Baker Mayfield RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Mike Evans WR DK Metcalf WR Jalen Coker,,,
698,5008122716,seabie123 (5/5),0,142.7,DST Jets  FLEX Pat Bryant QB Justin Herbert RB Jahmyr Gibbs RB Omarion Hampton TE Oronde Gadsden II WR George Pickens WR Jameson Williams WR Ladd McConkey,,,
700,5007569555,mjmart23 (3/5),0,142.68,DST Vikings  FLEX Dalton Schultz QB C.J. Stroud RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Tetairoa McMillan WR DK Metcalf WR Xavier Worthy,,,
701,5007359882,gretzky99_99 (5/5),0,142.66,DST Giants  FLEX Jaylin Noel QB Dak Prescott RB Chase Brown RB Omarion Hampton TE Darren Waller WR CeeDee Lamb WR George Pickens WR Jameson Williams,,,
702,5007009687,pwrfade (2/5),0,142.62001,DST Bills  FLEX Bijan Robinson QB Tyler Shough RB James Cook III RB David Montgomery TE Travis Kelce WR Chris Olave WR Adonai Mitchell WR Hollywood Brown,,,
702,5003446193,joshoas10,0,142.62,DST Titans  FLEX Jahmyr Gibbs QB J.J. McCarthy RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Justin Jefferson WR Tre Tucker WR Hollywood Brown,,,
704,5007157651,ChiefK_18 (3/4),0,142.57999,DST Saints  FLEX Harold Fannin Jr. QB Bo Nix RB Jahmyr Gibbs RB RJ Harvey TE Travis Kelce WR Courtland Sutton WR Jakobi Meyers WR DK Metcalf,,,
705,5006676259,bacraig1986 (4/5),0,142.56,DST Falcons  FLEX Oronde Gadsden II QB Trevor Lawrence RB Jahmyr Gibbs RB James Cook III TE Harold Fannin Jr. WR Courtland Sutton WR Jakobi Meyers WR Brian Thomas Jr.,,,
705,5008040198,Maxedout19 (2/2),0,142.56,DST Giants  FLEX Darren Waller QB Joe Burrow RB De'Von Achane RB Tony Pollard TE Mike Gesicki WR Ja'Marr Chase WR Tee Higgins WR Jalen Coker,,,
707,5006694055,Rahful (4/5),0,142.52,DST Bengals  FLEX Adonai Mitchell QB Jacoby Brissett RB James Cook III RB Aaron Jones Sr. TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR DK Metcalf,,,
708,5002808878,EHSFantasy (2/5),0,142.5,DST Browns  FLEX George Pickens QB Justin Herbert RB Quinshon Judkins RB Omarion Hampton TE Juwan Johnson WR CeeDee Lamb WR Ladd McConkey WR Keenan Allen,,,
709,5006868970,JadedOne1 (5/5),0,142.48,DST Titans  FLEX Jahmyr Gibbs QB Bo Nix RB Tony Pollard RB Kenneth Gainwell TE Kyle Pitts Sr. WR Amon-Ra St. Brown WR Courtland Sutton WR Kevin Austin Jr.,,,
710,5004933255,phsmith8 (2/5),0,142.46,DST Texans  FLEX Tre Tucker QB Joe Burrow RB James Cook III RB Aaron Jones Sr. TE Darren Waller WR Ja'Marr Chase WR Tee Higgins WR Hollywood Brown,,,
711,5007897055,ajm230 (5/5),0,142.42,DST Texans  FLEX Pat Freiermuth QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Adonai Mitchell,,,
712,5006628572,nza777 (5/5),0,142.40001,DST Bills  FLEX Adonai Mitchell QB Justin Herbert RB James Cook III RB Aaron Jones Sr. TE Kyle Pitts Sr. WR Jameson Williams WR Ladd McConkey WR DK Metcalf,,,
713,5005476230,robertm6099 (3/5),0,142.38,DST Titans  FLEX Taysom Hill QB Joe Burrow RB Jahmyr Gibbs RB Michael Carter TE Evan Engram WR Ja'Marr Chase WR Tee Higgins WR Jameson Williams,,,
714,5006832558,psufans2 (1/5),0,142.28,DST Giants  FLEX Kenneth Gainwell QB Bo Nix RB James Cook III RB Javonte Williams TE Brenton Strange WR Amon-Ra St. Brown WR Courtland Sutton WR Jayden Higgins,,,
715,5007656215,kmikef84 (5/5),0,142.26001,DST Chiefs  FLEX Mike Evans QB Joe Burrow RB Quinshon Judkins RB Aaron Jones Sr. TE Darren Waller WR Ja'Marr Chase WR Chris Olave WR Andrei Iosivas,,,
716,5006762364,theflash84 (3/5),0,142.18,DST Titans  FLEX Michael Carter QB Bo Nix RB Bijan Robinson RB Jahmyr Gibbs TE Brenton Strange WR Courtland Sutton WR DK Metcalf WR Pat Bryant,,,
717,5002703673,invertedcheese (2/5),0,142.15999,DST Bills  FLEX Brenton Strange QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
718,5007752467,jsmchu01 (4/5),0,141.96,DST Jets  FLEX Kyle Pitts Sr. QB Jared Goff RB James Cook III RB Kenneth Gainwell TE Darren Waller WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
718,5007393751,brianhughes99,0,141.95999,DST Bengals  FLEX Tony Pollard QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Theo Johnson WR Jameson Williams WR Mike Evans WR Courtland Sutton,,,
720,5004451634,imartell22 (2/5),0,141.92001,DST Giants  FLEX Harold Fannin Jr. QB Tyler Shough RB De'Von Achane RB Jahmyr Gibbs TE Juwan Johnson WR Mike Evans WR DK Metcalf WR Adonai Mitchell,,,
721,5006861001,cusematt23 (3/5),0,141.87999,DST Browns  FLEX Jahmyr Gibbs QB C.J. Stroud RB Travis Etienne Jr. RB Ashton Jeanty TE Dalton Schultz WR Nico Collins WR Courtland Sutton WR Pat Bryant,,,
722,5007880326,ckpetros,0,141.81999,DST Broncos  FLEX DK Metcalf QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Darren Waller WR Chris Olave WR Mike Evans WR Tetairoa McMillan,,,
723,5007321777,rangdipken,0,141.78,DST Browns  FLEX Justin Jefferson QB Kirk Cousins RB Jahmyr Gibbs RB Tyrone Tracy Jr. TE Brenton Strange WR CeeDee Lamb WR Chris Olave WR Adonai Mitchell,,,
724,5006687044,scdavis8 (1/5),0,141.68001,DST Bengals  FLEX Bijan Robinson QB Bo Nix RB RJ Harvey RB Aaron Jones Sr. TE Evan Engram WR Jameson Williams WR Mike Evans WR Courtland Sutton,,,
724,5005031837,bnance82 (1/5),0,141.68,DST Giants  FLEX Jahmyr Gibbs QB Bo Nix RB Bijan Robinson RB Michael Carter TE Evan Engram WR Jameson Williams WR Courtland Sutton WR Pat Bryant,,,
726,5007749494,dilly3254 (3/5),0,141.66,DST Titans  FLEX DK Metcalf QB Joe Burrow RB Jahmyr Gibbs RB RJ Harvey TE Darren Waller WR Ja'Marr Chase WR Jakobi Meyers WR Mason Tipton,,,
726,5007966040,mcheck965 (4/5),0,141.66,DST Saints  FLEX Chimere Dike QB Joe Burrow RB James Cook III RB Kimani Vidal TE Harold Fannin Jr. WR Tee Higgins WR Wan'Dale Robinson WR DK Metcalf,,,
726,5004219944,baldwinju (2/5),0,141.65999,DST Vikings  FLEX Drake London QB Joe Burrow RB James Cook III RB Tony Pollard TE Brenton Strange WR Tee Higgins WR Jameson Williams WR Pat Bryant,,,
726,5007394407,subclaviansteel (2/3),0,141.65999,DST Vikings  FLEX Mike Evans QB Joe Burrow RB De'Von Achane RB Kenneth Gainwell TE Darren Waller WR Ja'Marr Chase WR Jalen Coker WR Hollywood Brown,,,
730,5006816395,ravensrule22 (3/5),0,141.59999,DST Buccaneers  FLEX Drake London QB Justin Herbert RB Jahmyr Gibbs RB Chase Brown TE Jake Ferguson WR Quentin Johnston WR Keenan Allen WR Adonai Mitchell,,,
731,5007688146,On2PlanB (2/2),0,141.58,DST Chargers  FLEX Kenneth Gainwell QB Bo Nix RB Bijan Robinson RB Omarion Hampton TE Travis Kelce WR Justin Jefferson WR Courtland Sutton WR Troy Franklin,,,
732,5008196224,crammerton (3/5),0,141.56,DST Jets  FLEX Brenton Strange QB Joe Burrow RB James Cook III RB Aaron Jones Sr. TE Mike Gesicki WR Ja'Marr Chase WR Amon-Ra St. Brown WR Hollywood Brown,,,
733,5006872566,tomjk321 (2/5),0,141.53998,DST Giants  FLEX Harold Fannin Jr. QB Bryce Young RB Bijan Robinson RB Jahmyr Gibbs TE Travis Kelce WR Tetairoa McMillan WR DK Metcalf WR Jalen Coker,,,
734,5007567990,dbaggot3 (2/3),0,141.51999,DST Chiefs  FLEX Harold Fannin Jr. QB Tyler Shough RB Jahmyr Gibbs RB Michael Carter TE Juwan Johnson WR Drake London WR Chris Olave WR DK Metcalf,,,
735,5004216051,kcwiggs (4/5),0,141.42,DST Bills  FLEX Adonai Mitchell QB J.J. McCarthy RB Bijan Robinson RB Jahmyr Gibbs TE T.J. Hockenson WR Chris Olave WR Justin Jefferson WR Jalen Coker,,,
736,5004467716,doom58,0,141.37999,DST Titans  FLEX Jahmyr Gibbs QB Bo Nix RB Bijan Robinson RB Omarion Hampton TE Evan Engram WR Courtland Sutton WR DK Metcalf WR Jalen Coker,,,
737,5007643191,kylerosso12,0,141.34,DST Giants  FLEX Jahmyr Gibbs QB Bryce Young RB De'Von Achane RB Bijan Robinson TE Ja'Tavion Sanders WR Tetairoa McMillan WR Jalen Coker WR Xavier Legette,,,
738,5008018291,lukemcbrayer24,0,141.32,DST Browns  FLEX Xavier Worthy QB Tyler Shough RB De'Von Achane RB Tony Pollard TE Juwan Johnson WR Michael Wilson WR Chris Olave WR Jameson Williams,,,
739,5007953273,ACEHOLE (2/2),0,141.30002,DST Chargers  FLEX Jameson Williams QB Gardner Minshew II RB James Cook III RB Chase Brown TE Travis Kelce WR Chris Olave WR Mike Evans WR Xavier Worthy,,,
739,5006677708,TeeJayOrTj (5/5),0,141.3,DST Texans  FLEX Oronde Gadsden II QB Justin Herbert RB Jahmyr Gibbs RB Michael Carter TE Harold Fannin Jr. WR George Pickens WR DK Metcalf WR Keenan Allen,,,
741,5002007626,redem7 (2/5),0,141.23999,DST Steelers  FLEX Jahmyr Gibbs QB Aaron Rodgers RB James Cook III RB Kenneth Gainwell TE Pat Freiermuth WR Nico Collins WR Courtland Sutton WR DK Metcalf,,,
742,5006980643,mickey55906 (5/5),0,141.22,DST Titans  FLEX Amon-Ra St. Brown QB Jacoby Brissett RB Bijan Robinson RB Breece Hall TE Darnell Washington WR Chris Olave WR Courtland Sutton WR Xavier Worthy,,,
743,5005542152,jwc5e9 (3/5),0,141.19998,DST Giants  FLEX Evan Engram QB Quinn Ewers RB Bijan Robinson RB Jahmyr Gibbs TE Darren Waller WR Ja'Marr Chase WR Courtland Sutton WR Jakobi Meyers,,,
744,5002245551,ababamian24 (1/5),0,141.16,DST Giants  FLEX Kenneth Gainwell QB Dak Prescott RB Bijan Robinson RB Michael Carter TE Jake Ferguson WR Jameson Williams WR Courtland Sutton WR Keenan Allen,,,
744,5005275183,vanderthor (5/5),0,141.16,DST Bengals  FLEX Evan Engram QB Jared Goff RB Bijan Robinson RB Kenneth Gainwell TE Juwan Johnson WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
746,5004218780,baldwinju (1/5),0,141.12,DST Jaguars  FLEX Pat Freiermuth QB Jacoby Brissett RB Bijan Robinson RB Aaron Jones Sr. TE Trey McBride WR Chris Olave WR Tetairoa McMillan WR Troy Franklin,,,
747,5006916264,jenstad,0,141.09999,DST Vikings  FLEX CeeDee Lamb QB Baker Mayfield RB James Cook III RB Kenneth Gainwell TE Gunnar Helm WR Mike Evans WR Justin Jefferson WR Courtland Sutton,,,
748,5005231535,McWillis73 (5/5),0,141.06,DST Jets  FLEX Darren Waller QB Joe Burrow RB Jahmyr Gibbs RB Aaron Jones Sr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Adonai Mitchell,,,
748,5007505273,smarmyplankton (4/5),0,141.06,DST Jets  FLEX Darren Waller QB Joe Burrow RB Jahmyr Gibbs RB Aaron Jones Sr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Adonai Mitchell,,,
750,5005055930,bigwheelio (5/5),0,141.01999,DST Cowboys  FLEX Jameson Williams QB Tyler Shough RB James Cook III RB Audric Estime TE Juwan Johnson WR Nico Collins WR Chris Olave WR Adonai Mitchell,,,
751,5005941459,bmsyl2 (2/5),0,140.98,DST Saints  FLEX Evan Engram QB Bo Nix RB Jahmyr Gibbs RB Ashton Jeanty TE Theo Johnson WR Amon-Ra St. Brown WR Courtland Sutton WR Jakobi Meyers,,,
751,5007622925,bporter45 (2/5),0,140.98,DST Saints  FLEX Brenton Strange QB Jared Goff RB Jahmyr Gibbs RB Michael Carter TE Taysom Hill WR Amon-Ra St. Brown WR Jameson Williams WR Troy Franklin,,,
753,5006803453,jam0689 (5/5),0,140.85999,DST Saints  FLEX Taysom Hill QB Bryce Young RB De'Von Achane RB Bijan Robinson TE Travis Kelce WR CeeDee Lamb WR Tetairoa McMillan WR Mason Tipton,,,
753,5008235384,joshm_82_06_11 (3/3),0,140.85999,DST Chargers  FLEX DK Metcalf QB Trevor Lawrence RB Jahmyr Gibbs RB Omarion Hampton TE Brenton Strange WR Mike Evans WR Courtland Sutton WR Jakobi Meyers,,,
755,5004177127,cmahon99 (4/5),0,140.82,DST Falcons  FLEX Jameson Williams QB Tyler Shough RB De'Von Achane RB Quinshon Judkins TE Kyle Pitts Sr. WR Chris Olave WR Keenan Allen WR Jalen Coker,,,
756,5007368967,JohnnyCrash5 (2/5),0,140.76,DST Titans  FLEX Evan Engram QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
756,5007861397,jimcap87,0,140.76,DST Bengals  FLEX Jameson Williams QB Joe Burrow RB De'Von Achane RB Kenneth Gainwell TE Darren Waller WR Ja'Marr Chase WR Xavier Worthy WR Chimere Dike,,,
756,5007980774,49ers4l1f3 (1/3),0,140.76,DST Titans  FLEX Evan Engram QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
759,5006904886,Djwakeup11 (4/5),0,140.68,DST Bengals  FLEX DK Metcalf QB Bo Nix RB Javonte Williams RB RJ Harvey TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Pat Bryant,,,
759,5007231257,AkiemRednecks (2/5),0,140.68,DST Falcons  FLEX DK Metcalf QB Bo Nix RB Bijan Robinson RB Kenneth Gainwell TE Darren Waller WR Jameson Williams WR Mike Evans WR Courtland Sutton,,,
759,5007531913,mhill35 (3/5),0,140.68,DST Jets  FLEX Darren Waller QB Bo Nix RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Courtland Sutton WR Jakobi Meyers WR DK Metcalf,,,
762,5002133079,csears175,0,140.63998,DST Falcons  FLEX DK Metcalf QB Bryce Young RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Mike Evans WR Tetairoa McMillan WR Adonai Mitchell,,,
762,5006660165,kcweir1087 (2/5),0,140.63998,DST Titans  FLEX DK Metcalf QB Aaron Rodgers RB Javonte Williams RB Aaron Jones Sr. TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Chris Olave WR Courtland Sutton,,,
764,5006602740,muttcutts (2/3),0,140.62,DST Jets  FLEX Juwan Johnson QB Tyler Shough RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Jameson Williams WR DK Metcalf WR Adonai Mitchell,,,
764,5007335611,Jantzens (4/5),0,140.62,DST Titans  FLEX Juwan Johnson QB J.J. McCarthy RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Justin Jefferson WR Jakobi Meyers WR DK Metcalf,,,
764,5007480353,presa9216 (1/3),0,140.62,DST Bengals  FLEX Jahmyr Gibbs QB Tyler Shough RB Breece Hall RB Michael Carter TE Juwan Johnson WR Chris Olave WR Jameson Williams WR DK Metcalf,,,
767,5007456160,davis2543 (3/5),0,140.58,DST Jets  FLEX Bijan Robinson QB Bo Nix RB James Cook III RB Michael Carter TE Travis Kelce WR Tetairoa McMillan WR Courtland Sutton WR Pat Bryant,,,
768,5004339960,atong126 (3/5),0,140.48,DST Titans  FLEX T.J. Hockenson QB Jared Goff RB De'Von Achane RB Kenneth Gainwell TE Taysom Hill WR Ja'Marr Chase WR Amon-Ra St. Brown WR Keenan Allen,,,
769,5005049460,firenheis (4/5),0,140.42,DST Bills  FLEX Jameson Williams QB Tyler Shough RB De'Von Achane RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Xavier Worthy,,,
770,5008165558,purpnurp19,0,140.30002,DST Texans  FLEX Bijan Robinson QB Justin Herbert RB Tyrone Tracy Jr. RB Aaron Jones Sr. TE Darren Waller WR Ladd McConkey WR Justin Jefferson WR Keenan Allen,,,
770,5006006836,imartell22 (4/5),0,140.3,DST Texans  FLEX Darren Waller QB Baker Mayfield RB Jahmyr Gibbs RB James Cook III TE Juwan Johnson WR Mike Evans WR Tetairoa McMillan WR Xavier Worthy,,,
772,5002341422,loumister35 (4/5),0,140.28,DST Falcons  FLEX Evan Engram QB Bo Nix RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Courtland Sutton WR Jakobi Meyers WR DK Metcalf,,,
772,5007104204,WalterSobChalk (1/5),0,140.28,DST Falcons  FLEX Evan Engram QB Bo Nix RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Courtland Sutton WR Jakobi Meyers WR DK Metcalf,,,
772,5007610317,Treefolk06 (1/3),0,140.28,DST Saints  FLEX Chris Olave QB C.J. Stroud RB De'Von Achane RB Aaron Jones Sr. TE T.J. Hockenson WR Jameson Williams WR Tetairoa McMillan WR DK Metcalf,,,
775,5001440537,schleppy (1/5),0,140.26001,DST Broncos  FLEX Jaylen Warren QB Joe Burrow RB De'Von Achane RB Audric Estime TE Darnell Washington WR Ja'Marr Chase WR Xavier Worthy WR Chimere Dike,,,
775,5007572619,c2thea (5/5),0,140.26001,DST Texans  FLEX Kyle Pitts Sr. QB Jared Goff RB RJ Harvey RB Kenneth Gainwell TE Darnell Washington WR Amon-Ra St. Brown WR Jameson Williams WR DK Metcalf,,,
775,5007744082,jsmchu01 (2/5),0,140.26001,DST Bengals  FLEX Kenneth Gainwell QB Jared Goff RB Chase Brown RB Audric Estime TE Pat Freiermuth WR Amon-Ra St. Brown WR Jameson Williams WR Mike Evans,,,
775,5007717287,jatart (5/5),0,140.26,DST Jets  FLEX Kyle Pitts Sr. QB Joe Burrow RB Javonte Williams RB Quinshon Judkins TE Mike Gesicki WR Ja'Marr Chase WR Justin Jefferson WR Tetairoa McMillan,,,
779,5008147761,sickwidit284 (4/5),0,140.22,DST Texans  FLEX Drake London QB Tyler Shough RB Jahmyr Gibbs RB Aaron Jones Sr. TE Dalton Schultz WR Chris Olave WR Adonai Mitchell WR Jalen Coker,,,
779,5004057656,claudhatcher (1/5),0,140.21999,DST Bengals  FLEX Jameson Williams QB Tyler Shough RB Jahmyr Gibbs RB Bucky Irving TE Juwan Johnson WR Chris Olave WR DK Metcalf WR Adonai Mitchell,,,
779,5007496411,smw88 (4/5),0,140.21999,DST Vikings  FLEX Michael Carter QB Tyler Shough RB Jahmyr Gibbs RB Javonte Williams TE Juwan Johnson WR Chris Olave WR Jakobi Meyers WR DK Metcalf,,,
782,5004913931,TBelongia (5/5),0,140.2,DST Vikings  FLEX Travis Kelce QB Gardner Minshew II RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Chris Olave WR DK Metcalf WR Xavier Worthy,,,
783,5006730658,smithbrandon7 (1/2),0,140.18001,DST Jets  FLEX Jahmyr Gibbs QB Bo Nix RB Bijan Robinson RB Kenneth Gainwell TE Travis Kelce WR Courtland Sutton WR DK Metcalf WR Pat Bryant,,,
783,5008136789,Levihill (1/5),0,140.18,DST Titans  FLEX Michael Carter QB Bo Nix RB Bijan Robinson RB Jahmyr Gibbs TE Juwan Johnson WR Courtland Sutton WR Adonai Mitchell WR Xavier Worthy,,,
785,5006701639,jlewis10748 (1/5),0,140.15999,DST Jets  FLEX Amon-Ra St. Brown QB Trevor Lawrence RB Bijan Robinson RB Omarion Hampton TE Brenton Strange WR Courtland Sutton WR Jakobi Meyers WR Hollywood Brown,,,
785,5008147760,sickwidit284 (3/5),0,140.15999,DST Broncos  FLEX Juwan Johnson QB Jared Goff RB Jahmyr Gibbs RB Kenneth Gainwell TE Harold Fannin Jr. WR Amon-Ra St. Brown WR DK Metcalf WR Xavier Worthy,,,
